accuracy,loss,val_accuracy,val_loss
0.5278236865997314,12.341567993164062,0.5086835026741028,1.684302806854248
0.5622385740280151,11.922950744628906,0.6123249530792236,1.4463379383087158
0.575631856918335,11.687997817993164,0.599439799785614,1.593718409538269
0.5923647284507751,11.477299690246582,0.6411764621734619,1.364911437034607
0.5962315797805786,11.359305381774902,0.6487395167350769,1.3949888944625854
0.6019263863563538,11.232975006103516,0.6411764621734619,1.4290235042572021
0.6164094805717468,11.076152801513672,0.6694678068161011,1.3453820943832397
0.6197490096092224,10.950377464294434,0.6607843041419983,1.3520704507827759
0.6164445877075195,10.923550605773926,0.6761904954910278,1.3315739631652832
0.627517819404602,10.776062965393066,0.670028030872345,1.329818606376648
0.6260765790939331,10.692352294921875,0.6831932663917542,1.2974828481674194
0.629767656326294,10.619640350341797,0.6938375234603882,1.2825404405593872
0.6317713856697083,10.537182807922363,0.6747899055480957,1.3256733417510986
0.6415439248085022,10.462625503540039,0.6826330423355103,1.3160218000411987
0.646359920501709,10.397982597351074,0.6910364031791687,1.2814408540725708
0.6509649753570557,10.29537582397461,0.6770308017730713,1.2976405620574951
0.6528632044792175,10.235912322998047,0.680672287940979,1.265128493309021
0.6517383456230164,10.23531723022461,0.6904761791229248,1.2462178468704224
0.6592962145805359,10.136577606201172,0.6955181956291199,1.250942587852478
0.6539177894592285,10.187427520751953,0.6879552006721497,1.2229993343353271
0.6599641442298889,10.064151763916016,0.7109243869781494,1.2082443237304688
0.6640418767929077,9.990668296813965,0.6985994577407837,1.2378849983215332
0.6657643914222717,9.98183822631836,0.6515406370162964,1.3502235412597656
0.6738144755363464,9.932170867919922,0.6932772994041443,1.2464393377304077
0.6746932864189148,9.83686637878418,0.6358543634414673,1.3365819454193115
0.6743417382240295,9.8267183303833,0.7008403539657593,1.218631386756897
