epoch,loss,accuracy,val_loss,val_accuracy
1,2.179304838180542,0.33483320474624634,2.0719809532165527,0.3711484670639038
2,2.166508913040161,0.35195276141166687,2.0301353931427,0.3711484670639038
3,2.1572351455688477,0.36292052268981934,2.020172357559204,0.3635854423046112
4,2.12180233001709,0.3882659077644348,1.9570887088775635,0.4238095283508301
5,2.088343620300293,0.3973705470561981,1.9362164735794067,0.43361344933509827
6,2.072338581085205,0.3981439173221588,1.9417576789855957,0.4086834788322449
7,2.0519115924835205,0.3989172875881195,1.8849965333938599,0.44117647409439087
8,2.0387251377105713,0.39807361364364624,1.9066613912582397,0.445938378572464
9,2.001024007797241,0.41248637437820435,1.8367903232574463,0.4658263325691223
10,1.983695387840271,0.4234541356563568,1.8451802730560303,0.4719887971878052
11,1.9637197256088257,0.4364256262779236,1.7184900045394897,0.5159664154052734
12,1.9414973258972168,0.4402221739292145,1.693571925163269,0.5240896344184875
13,1.9210597276687622,0.4590993821620941,1.7065858840942383,0.5529412031173706
14,1.900888204574585,0.46655184030532837,1.648218035697937,0.5826330780982971
15,1.8799134492874146,0.47020775079727173,1.5952268838882446,0.597478985786438
16,1.865754246711731,0.4913347661495209,1.5576355457305908,0.5820728540420532
17,1.8457577228546143,0.5091925263404846,1.524633765220642,0.6159663796424866
18,1.830237627029419,0.5044820308685303,1.512683391571045,0.63193279504776
19,1.8216168880462646,0.5071887969970703,1.5319825410842896,0.6249299645423889
20,1.806661605834961,0.5139733552932739,1.534186840057373,0.6019607782363892
21,1.7906736135482788,0.5137624144554138,1.5810253620147705,0.5966386795043945
22,1.7837170362472534,0.5179808139801025,1.6658298969268799,0.5417367219924927
23,1.7825822830200195,0.5193166136741638,1.4744774103164673,0.6327731013298035
24,1.754798412322998,0.5303195118904114,1.4941296577453613,0.6246498823165894
25,1.747742772102356,0.5273666977882385,1.452491283416748,0.6378151178359985
26,1.7547403573989868,0.5370689630508423,1.4657244682312012,0.6327731013298035
27,1.7246280908584595,0.5418146252632141,1.531937837600708,0.593837559223175
28,1.7266499996185303,0.5327099561691284,1.6197916269302368,0.5803921818733215
29,1.7113679647445679,0.5397053956985474,1.52983820438385,0.640616238117218
30,1.7065341472625732,0.5515519976615906,1.468430519104004,0.6240896582603455
